DATE,SECTOR,SALES (SEASONAL ADJ)
2010-11-01,Clothing and Clothing Access. Stores,18420
2010-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6723
2010-11-01,General Merchandise Stores,51382
2010-11-01,Miscellaneous Store Retailers,8902
2010-11-01,Nonstore Retailers,28943
2010-11-01,Food Services and Drinking Places,39710
2010-12-01,Motor Vehicle and Parts Dealers,65296
2010-12-01,Furniture and Home Furnishings Stores,7062
2010-12-01,Electronics and Appliance Stores,8274
2010-12-01,Building Mat. and Garden Equip. and Supplies Dealers,22138
2010-12-01,Food and Beverage Stores,49186
2010-12-01,Health and Personal Care Stores,22272
2010-12-01,Gasoline Stations,41279
2010-12-01,Clothing and Clothing Access. Stores,18206
2010-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6588
2010-12-01,General Merchandise Stores,50935
2010-12-01,Miscellaneous Store Retailers,8878
2010-12-01,Nonstore Retailers,29646
2010-12-01,Food Services and Drinking Places,39469
2011-01-01,Motor Vehicle and Parts Dealers,66218
2011-01-01,Furniture and Home Furnishings Stores,6984
2011-01-01,Electronics and Appliance Stores,8209
2011-01-01,Building Mat. and Garden Equip. and Supplies Dealers,21493
2011-01-01,Food and Beverage Stores,49676
2011-01-01,Health and Personal Care Stores,22695
2011-01-01,Gasoline Stations,41778
2011-01-01,Clothing and Clothing Access. Stores,18351
2011-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6565
2011-01-01,General Merchandise Stores,50889
2011-01-01,Miscellaneous Store Retailers,8828
2011-01-01,Nonstore Retailers,30596
2011-01-01,Food Services and Drinking Places,39743
2011-02-01,Motor Vehicle and Parts Dealers,67255
2011-02-01,Furniture and Home Furnishings Stores,7145
2011-02-01,Electronics and Appliance Stores,8347
2011-02-01,Building Mat. and Garden Equip. and Supplies Dealers,21197
2011-02-01,Food and Beverage Stores,50066
2011-02-01,Health and Personal Care Stores,22428
2011-02-01,Gasoline Stations,42294
2011-02-01,Clothing and Clothing Access. Stores,18594
2011-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6611
2011-02-01,General Merchandise Stores,51513
2011-02-01,Miscellaneous Store Retailers,9116
2011-02-01,Nonstore Retailers,30116
2011-02-01,Food Services and Drinking Places,40382
2011-03-01,Motor Vehicle and Parts Dealers,67581
2011-03-01,Furniture and Home Furnishings Stores,7411
2011-03-01,Electronics and Appliance Stores,8477
2011-03-01,Building Mat. and Garden Equip. and Supplies Dealers,21865
2011-03-01,Food and Beverage Stores,50078
2011-03-01,Health and Personal Care Stores,22563
2011-03-01,Gasoline Stations,43780
2011-03-01,Clothing and Clothing Access. Stores,18706
2011-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6566
2011-03-01,General Merchandise Stores,51635
2011-03-01,Miscellaneous Store Retailers,8842
2011-03-01,Nonstore Retailers,30497
2011-03-01,Food Services and Drinking Places,40575
2011-04-01,Motor Vehicle and Parts Dealers,66660
2011-04-01,Furniture and Home Furnishings Stores,7321
2011-04-01,Electronics and Appliance Stores,8529
2011-04-01,Building Mat. and Garden Equip. and Supplies Dealers,22037
2011-04-01,Food and Beverage Stores,50836
2011-04-01,Health and Personal Care Stores,22448
2011-04-01,Gasoline Stations,44561
2011-04-01,Clothing and Clothing Access. Stores,18946
2011-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6608
2011-04-01,General Merchandise Stores,52018
2011-04-01,Miscellaneous Store Retailers,9053
2011-04-01,Nonstore Retailers,30696
2011-04-01,Food Services and Drinking Places,40624
2011-05-01,Motor Vehicle and Parts Dealers,65855
2011-05-01,Furniture and Home Furnishings Stores,7245
2011-05-01,Electronics and Appliance Stores,8416
2011-05-01,Building Mat. and Garden Equip. and Supplies Dealers,22320
2011-05-01,Food and Beverage Stores,50382
2011-05-01,Health and Personal Care Stores,22608
2011-05-01,Gasoline Stations,45300
2011-05-01,Clothing and Clothing Access. Stores,18831
2011-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6542
2011-05-01,General Merchandise Stores,51752
2011-05-01,Miscellaneous Store Retailers,8975
2011-05-01,Nonstore Retailers,30943
2011-05-01,Food Services and Drinking Places,41050
2011-06-01,Motor Vehicle and Parts Dealers,66825
2011-06-01,Furniture and Home Furnishings Stores,7227
2011-06-01,Electronics and Appliance Stores,8439
2011-06-01,Building Mat. and Garden Equip. and Supplies Dealers,22740
2011-06-01,Food and Beverage Stores,50943
2011-06-01,Health and Personal Care Stores,22607
2011-06-01,Gasoline Stations,44572
2011-06-01,Clothing and Clothing Access. Stores,19187
2011-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6585
2011-06-01,General Merchandise Stores,52419
2011-06-01,Miscellaneous Store Retailers,9062
2011-06-01,Nonstore Retailers,31181
2011-06-01,Food Services and Drinking Places,41540
2011-07-01,Motor Vehicle and Parts Dealers,66536
2011-07-01,Furniture and Home Furnishings Stores,7263
2011-07-01,Electronics and Appliance Stores,8548
2011-07-01,Building Mat. and Garden Equip. and Supplies Dealers,22758
2011-07-01,Food and Beverage Stores,50941
2011-07-01,Health and Personal Care Stores,22728
2011-07-01,Gasoline Stations,44796
2011-07-01,Clothing and Clothing Access. Stores,18998
2011-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6462
2011-07-01,General Merchandise Stores,52110
2011-07-01,Miscellaneous Store Retailers,9168
2011-07-01,Nonstore Retailers,31130
2011-07-01,Food Services and Drinking Places,41516
2011-08-01,Motor Vehicle and Parts Dealers,65805
2011-08-01,Furniture and Home Furnishings Stores,7333
2011-08-01,Electronics and Appliance Stores,8615
2011-08-01,Building Mat. and Garden Equip. and Supplies Dealers,22763
2011-08-01,Food and Beverage Stores,51179
2011-08-01,Health and Personal Care Stores,22822
2011-08-01,Gasoline Stations,45033
2011-08-01,Clothing and Clothing Access. Stores,18902
2011-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6661
2011-08-01,General Merchandise Stores,52132
2011-08-01,Miscellaneous Store Retailers,9228
2011-08-01,Nonstore Retailers,31648
2011-08-01,Food Services and Drinking Places,41718
2011-09-01,Motor Vehicle and Parts Dealers,68816
2011-09-01,Furniture and Home Furnishings Stores,7384
2011-09-01,Electronics and Appliance Stores,8484
2011-09-01,Building Mat. and Garden Equip. and Supplies Dealers,22640
2011-09-01,Food and Beverage Stores,51096
2011-09-01,Health and Personal Care Stores,22718
2011-09-01,Gasoline Stations,45082
2011-09-01,Clothing and Clothing Access. Stores,19514
2011-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6686
2011-09-01,General Merchandise Stores,52570
2011-09-01,Miscellaneous Store Retailers,9151
2011-09-01,Nonstore Retailers,31604
2011-09-01,Food Services and Drinking Places,42013
2011-10-01,Motor Vehicle and Parts Dealers,69880
2011-10-01,Furniture and Home Furnishings Stores,7303
2011-10-01,Electronics and Appliance Stores,8795
2011-10-01,Building Mat. and Garden Equip. and Supplies Dealers,23253
2011-10-01,Food and Beverage Stores,51322
2011-10-01,Health and Personal Care Stores,22830
2011-10-01,Gasoline Stations,44846
2011-10-01,Clothing and Clothing Access. Stores,19128
2011-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6605
2011-10-01,General Merchandise Stores,52463
2011-10-01,Miscellaneous Store Retailers,9076
2011-10-01,Nonstore Retailers,32441
2011-10-01,Food Services and Drinking Places,42162
2011-11-01,Motor Vehicle and Parts Dealers,70223
2011-11-01,Furniture and Home Furnishings Stores,7385
2011-11-01,Electronics and Appliance Stores,8645
2011-11-01,Building Mat. and Garden Equip. and Supplies Dealers,22893
2011-11-01,Food and Beverage Stores,51413
2011-11-01,Health and Personal Care Stores,22735
2011-11-01,Gasoline Stations,45622
2011-11-01,Clothing and Clothing Access. Stores,19292
2011-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6544
2011-11-01,General Merchandise Stores,52639
2011-11-01,Miscellaneous Store Retailers,9043
2011-11-01,Nonstore Retailers,32722
2011-11-01,Food Services and Drinking Places,42237
2011-12-01,Motor Vehicle and Parts Dealers,71420
2011-12-01,Furniture and Home Furnishings Stores,7537
2011-12-01,Electronics and Appliance Stores,8456
2011-12-01,Building Mat. and Garden Equip. and Supplies Dealers,23447
2011-12-01,Food and Beverage Stores,51262
2011-12-01,Health and Personal Care Stores,22656
2011-12-01,Gasoline Stations,45291
2011-12-01,Clothing and Clothing Access. Stores,19512
2011-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6353
2011-12-01,General Merchandise Stores,52459
2011-12-01,Miscellaneous Store Retailers,8868
2011-12-01,Nonstore Retailers,32460
2011-12-01,Food Services and Drinking Places,41864
2012-01-01,Motor Vehicle and Parts Dealers,71720
2012-01-01,Furniture and Home Furnishings Stores,7646
2012-01-01,Electronics and Appliance Stores,8513
2012-01-01,Building Mat. and Garden Equip. and Supplies Dealers,23609
2012-01-01,Food and Beverage Stores,51495
2012-01-01,Health and Personal Care Stores,22973
2012-01-01,Gasoline Stations,45752
2012-01-01,Clothing and Clothing Access. Stores,19564
2012-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6575
2012-01-01,General Merchandise Stores,53097
2012-01-01,Miscellaneous Store Retailers,9309
2012-01-01,Nonstore Retailers,32483
2012-01-01,Food Services and Drinking Places,42905
2012-02-01,Motor Vehicle and Parts Dealers,72657
2012-02-01,Furniture and Home Furnishings Stores,7627
2012-02-01,Electronics and Appliance Stores,8538
2012-02-01,Building Mat. and Garden Equip. and Supplies Dealers,23568
2012-02-01,Food and Beverage Stores,51654
2012-02-01,Health and Personal Care Stores,22999
2012-02-01,Gasoline Stations,47171
2012-02-01,Clothing and Clothing Access. Stores,20275
2012-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6683
2012-02-01,General Merchandise Stores,53944
2012-02-01,Miscellaneous Store Retailers,9416
2012-02-01,Nonstore Retailers,32903
2012-02-01,Food Services and Drinking Places,42950
2012-03-01,Motor Vehicle and Parts Dealers,72592
2012-03-01,Furniture and Home Furnishings Stores,7594
2012-03-01,Electronics and Appliance Stores,8707
2012-03-01,Building Mat. and Garden Equip. and Supplies Dealers,24580
2012-03-01,Food and Beverage Stores,52155
2012-03-01,Health and Personal Care Stores,22945
2012-03-01,Gasoline Stations,47495
2012-03-01,Clothing and Clothing Access. Stores,20063
2012-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6815
2012-03-01,General Merchandise Stores,53681
2012-03-01,Miscellaneous Store Retailers,9186
2012-03-01,Nonstore Retailers,32899
2012-03-01,Food Services and Drinking Places,42942
2012-04-01,Motor Vehicle and Parts Dealers,73002
2012-04-01,Furniture and Home Furnishings Stores,7502
2012-04-01,Electronics and Appliance Stores,8559
2012-04-01,Building Mat. and Garden Equip. and Supplies Dealers,23423
2012-04-01,Food and Beverage Stores,52249
2012-04-01,Health and Personal Care Stores,23045
2012-04-01,Gasoline Stations,47006
2012-04-01,Clothing and Clothing Access. Stores,19540
2012-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6859
2012-04-01,General Merchandise Stores,53301
2012-04-01,Miscellaneous Store Retailers,9201
2012-04-01,Nonstore Retailers,33185
2012-04-01,Food Services and Drinking Places,43365
2012-05-01,Motor Vehicle and Parts Dealers,73646
2012-05-01,Furniture and Home Furnishings Stores,7660
2012-05-01,Electronics and Appliance Stores,8723
2012-05-01,Building Mat. and Garden Equip. and Supplies Dealers,22732
2012-05-01,Food and Beverage Stores,52283
2012-05-01,Health and Personal Care Stores,22883
2012-05-01,Gasoline Stations,45766
2012-05-01,Clothing and Clothing Access. Stores,19633
2012-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6869
2012-05-01,General Merchandise Stores,53117
2012-05-01,Miscellaneous Store Retailers,8897
2012-05-01,Nonstore Retailers,33845
2012-05-01,Food Services and Drinking Places,43313
2012-06-01,Motor Vehicle and Parts Dealers,72324
2012-06-01,Furniture and Home Furnishings Stores,7552
2012-06-01,Electronics and Appliance Stores,8658
2012-06-01,Building Mat. and Garden Equip. and Supplies Dealers,22531
2012-06-01,Food and Beverage Stores,52249
2012-06-01,Health and Personal Care Stores,22471
2012-06-01,Gasoline Stations,43646
2012-06-01,Clothing and Clothing Access. Stores,19860
2012-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6797
2012-06-01,General Merchandise Stores,53158
2012-06-01,Miscellaneous Store Retailers,9079
2012-06-01,Nonstore Retailers,33686
2012-06-01,Food Services and Drinking Places,43542
2012-07-01,Motor Vehicle and Parts Dealers,73197
2012-07-01,Furniture and Home Furnishings Stores,7650
2012-07-01,Electronics and Appliance Stores,8750
2012-07-01,Building Mat. and Garden Equip. and Supplies Dealers,22717
2012-07-01,Food and Beverage Stores,52231
2012-07-01,Health and Personal Care Stores,22793
2012-07-01,Gasoline Stations,43484
2012-07-01,Clothing and Clothing Access. Stores,19701
2012-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6813
2012-07-01,General Merchandise Stores,53303
2012-07-01,Miscellaneous Store Retailers,9181
2012-07-01,Nonstore Retailers,34154
2012-07-01,Food Services and Drinking Places,43676
2012-08-01,Motor Vehicle and Parts Dealers,73976
2012-08-01,Furniture and Home Furnishings Stores,7593
2012-08-01,Electronics and Appliance Stores,8638
2012-08-01,Building Mat. and Garden Equip. and Supplies Dealers,23115
2012-08-01,Food and Beverage Stores,52361
2012-08-01,Health and Personal Care Stores,22741
2012-08-01,Gasoline Stations,46391
2012-08-01,Clothing and Clothing Access. Stores,19947
2012-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6715
2012-08-01,General Merchandise Stores,53564
2012-08-01,Miscellaneous Store Retailers,9083
2012-08-01,Nonstore Retailers,34451
2012-08-01,Food Services and Drinking Places,43712
2012-09-01,Motor Vehicle and Parts Dealers,75123
2012-09-01,Furniture and Home Furnishings Stores,7614
2012-09-01,Electronics and Appliance Stores,8628
2012-09-01,Building Mat. and Garden Equip. and Supplies Dealers,23641
2012-09-01,Food and Beverage Stores,52492
2012-09-01,Health and Personal Care Stores,22608
2012-09-01,Gasoline Stations,47107
2012-09-01,Clothing and Clothing Access. Stores,20118
2012-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6720
2012-09-01,General Merchandise Stores,53450
2012-09-01,Miscellaneous Store Retailers,9103
2012-09-01,Nonstore Retailers,34766
2012-09-01,Food Services and Drinking Places,44085
2012-10-01,Motor Vehicle and Parts Dealers,74820
2012-10-01,Furniture and Home Furnishings Stores,7416
2012-10-01,Electronics and Appliance Stores,8341
2012-10-01,Building Mat. and Garden Equip. and Supplies Dealers,23801
2012-10-01,Food and Beverage Stores,52805
2012-10-01,Health and Personal Care Stores,22504
2012-10-01,Gasoline Stations,47976
2012-10-01,Clothing and Clothing Access. Stores,19911
2012-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6749
2012-10-01,General Merchandise Stores,53646
2012-10-01,Miscellaneous Store Retailers,9157
2012-10-01,Nonstore Retailers,34738
2012-10-01,Food Services and Drinking Places,43708
2012-11-01,Motor Vehicle and Parts Dealers,75907
2012-11-01,Furniture and Home Furnishings Stores,7620
2012-11-01,Electronics and Appliance Stores,8646
2012-11-01,Building Mat. and Garden Equip. and Supplies Dealers,24127
2012-11-01,Food and Beverage Stores,52717
2012-11-01,Health and Personal Care Stores,22661
2012-11-01,Gasoline Stations,46822
2012-11-01,Clothing and Clothing Access. Stores,19989
